Id,DeltaTime[ns],0:UART: RX/TX
345,11000.00,04
346,10950.00,02
347,10950.00,38
348,77700.00,11
349,181300.00,AE
350,56550.00,FF
351,12850.00,FF
352,12800.00,02
353,12850.00,13
354,12850.00,00
355,12850.00,00
356,12800.00,00
357,12850.00,00
358,12850.00,00
359,12850.00,20
360,12800.00,04
361,12850.00,78
362,12850.00,00
363,12850.00,00
364,12850.00,00
365,12800.00,00
366,12850.00,01
367,12850.00,00
368,12850.00,00
369,12850.00,00
370,12800.00,00
371,12850.00,00
372,12850.00,4D
373,49321000.00,FF
374,10950.00,FF
375,10950.00,02
376,11000.00,04
377,10950.00,02
378,10950.00,38
379,91750.00,11
380,104700.00,AE
381,58400.00,FF
382,12850.00,FF
383,12800.00,02
384,12850.00,13
385,12850.00,00
386,13800.00,00
387,12850.00,00
388,12850.00,00
389,12850.00,00
390,12800.00,20
391,12850.00,04
392,12850.00,78
393,12850.00,00
394,12800.00,00
395,12850.00,00
396,12850.00,00
397,12850.00,01
398,12850.00,00
399,12800.00,00
400,12850.00,00
401,12850.00,00
402,12850.00,00
403,12850.00,4D
404,49763000.00,FF
405,10950.00,FF
406,10950.00,02
407,10950.00,04
408,10950.00,02
409,11000.00,38
410,88650.00,11
411,101650.00,AE
412,37550.00,FF
413,12850.00,FF
414,12850.00,02
415,12800.00,13
416,12850.00,00
417,12850.00,00
418,12850.00,00
419,12850.00,00
420,12800.00,00
421,12850.00,20
422,12850.00,04
423,12850.00,78
424,12800.00,00
425,12850.00,00
426,12850.00,00
427,12850.00,00
428,12850.00,01
429,12800.00,00
430,12850.00,00
431,12850.00,00
432,12850.00,00
433,12800.00,00
434,12850.00,4D
435,49286600.00,FF
436,10950.00,FF
437,11000.00,02
438,10950.00,04
439,10950.00,02
440,11000.00,38
441,92700.00,11
442,129550.00,AE
443,56700.00,FF
444,12800.00,FF
445,12850.00,02
446,12850.00,13
447,12850.00,00
448,12800.00,00
449,12850.00,00
450,12850.00,00
451,12850.00,00
452,12800.00,20
453,12850.00,04
454,12850.00,78
455,12850.00,00
456,12800.00,00
457,12850.00,00
458,12850.00,00
459,12850.00,01
460,12850.00,00
461,12800.00,00
462,12850.00,00
463,12850.00,00
464,12850.00,00
465,12800.00,4D
466,38247150.00,00
467,11274800.00,FF
468,10950.00,FF
469,10950.00,02
470,11000.00,04
471,10950.00,02
472,10950.00,38
473,129550.00,11
474,203300.00,AE
475,58100.00,FF
476,12850.00,FF
477,12850.00,02
478,12800.00,13
479,12850.00,00
