Id,Time[ns],0:UART: RX/TX
266,481251200.00,03
267,481262250.00,00
268,481273250.00,00
269,481284300.00,00
270,481295300.00,04
271,481306300.00,44
272,481317350.00,09
273,511795200.00,00
274,511940700.00,0B
275,512977800.00,FF
276,512988850.00,FF
277,512999850.00,02
278,513010900.00,04
279,513021900.00,02
280,513034950.00,00
281,513046950.00,09
282,513098050.00,EE
283,513134950.00,FF
284,513144950.00,FF
285,513154950.00,02
286,513164950.00,0B
287,513174950.00,00
288,513184950.00,03
289,513194950.00,0A
290,513204950.00,00
291,513214950.00,09
292,513224900.00,03
293,513234900.00,02
294,513244900.00,00
295,513254900.00,00
296,513264900.00,01
297,513274900.00,D6
298,516793150.00,FF
299,516804150.00,FF
300,516815150.00,03
301,516826200.00,04
302,516837200.00,02
303,516848250.00,00
304,518690000.00,09
305,518782150.00,ED
306,557930750.00,03
307,557941800.00,03
308,557952800.00,00
309,557963850.00,00
310,557974850.00,00
311,557985900.00,04
312,557996900.00,45
313,558007950.00,EB
314,589752600.00,FF
315,589763650.00,FF
316,589774650.00,04
317,589785650.00,04
318,589796700.00,02
319,589807700.00,00
320,589834750.00,09
321,589910900.00,EC
322,620878200.00,04
323,620889200.00,03
324,620900250.00,00
325,620911250.00,00
326,620922300.00,00
327,620933300.00,04
328,620944350.00,44

329,620955350.00,5C
330,652605450.00,FF
331,652616450.00,FF
332,652627500.00,05
333,652638500.00,04
334,652649550.00,02
335,652660550.00,00
336,652682600.00,09
337,652736700.00,EB
338,683573250.00,05
339,683584250.00,03
340,683595250.00,00
341,683606300.00,00
342,683617300.00,00
343,683628350.00,04
344,683639350.00,45
345,683650400.00,8D
346,716577350.00,FF
347,716588350.00,FF
348,716599400.00,06
349,716610400.00,04
350,716621400.00,02
351,716632400.00,00
352,716674450.00,09
353,716758600.00,EA
354,745280450.00,06
355,745291450.00,03
356,745302500.00,00
357,745313500.00,00
358,745324550.00,00
359,745335550.00,04
360,745346550.00,45
361,745357600.00,BE
362,777463600.00,FF
363,777474650.00,FF
364,777485650.00,07
365,777496700.00,04
366,777507700.00,02
367,777518750.00,00
368,777537750.00,09
369,777613900.00,E9
370,807013350.00,07
371,807024400.00,03
372,807035400.00,00
373,807046450.00,00
374,807057450.00,00
375,807068450.00,04
376,807079500.00,44
377,807090500.00,6F
378,839637450.00,FF
379,839648450.00,FF
380,839659500.00,08
381,839670500.00,04
382,839681550.00,02
383,839692550.00,00
384,839774750.00,09
385,839907050.00,E8
386,868203350.00,08
387,868214350.00,03
388,868225400.00,00
389,868236400.00,00
390,868247400.00,00
391,868258450.00,04
392,868269450.00,44
393,868280450.00,90
394,900121750.00,FF
395,900132750.00,FF
396,900143750.00,09
397,900154800.00,04
398,900165800.00,02
399,900176850.00,00
400,900211900.00,09
401,900286050.00,E7
402,929405850.00,09
403,929416850.00,03
404,929427900.00,00
405,929438900.00,00
406,929449950.00,00
407,929460950.00,04
408,929471950.00,45
409,929483000.00,41
410,961934100.00,FF
411,961945100.00,FF
412,961956150.00,0A
413,961967150.00,04
414,961978150.00,02
415,961990200.00,00
416,962001200.00,09
417,962054300.00,E6
418,991769850.00,0A
419,991780900.00,03
420,991791900.00,00
421,991802950.00,00
422,991813950.00,00
423,991825000.00,04
424,991836000.00,45
425,991847050.00,72
