Id,Time[ns],0:UART: RX/TX
308,467599100.00,00
309,467609100.00,00
310,467619050.00,A4
311,517045000.00,FF
312,517055950.00,FF
313,517066900.00,0D
314,517077850.00,04
315,517088850.00,02
316,517099800.00,38
317,517177550.00,11
318,517260300.00,A3
319,517304250.00,FF
320,517314250.00,FF
321,517324200.00,0D
322,517334150.00,13
323,517344100.00,00
324,517354100.00,CC
325,517364050.00,08
326,517374000.00,00
327,517384000.00,00
328,517393950.00,00
329,517403900.00,00
330,517413900.00,7A
331,517423850.00,19
332,517433800.00,00
333,517443800.00,00
334,517453750.00,00
335,517463700.00,CC
336,517473700.00,08
337,517483650.00,00
338,517493600.00,00
339,517503600.00,00
340,517513550.00,00
341,517523500.00,A4
342,567233300.00,FF
343,567244250.00,FF
344,567255200.00,0D
345,567266150.00,04
346,567277100.00,02
347,567288100.00,38
348,567335900.00,11
349,567487300.00,A3
350,567528700.00,FF
351,567538650.00,FF
352,567548650.00,0D
353,567558600.00,13
354,567568550.00,00
355,567578550.00,CC
356,567588500.00,08
357,567598450.00,00
358,567608400.00,00
359,567618400.00,00
360,567628350.00,00
361,567638300.00,7A
362,567648250.00,19
363,567658250.00,00
364,567668200.00,00
365,567678150.00,00
366,567688150.00,CC
367,567698100.00,08
368,567708050.00,00
369,567718000.00,00
370,567728000.00,00
371,567737950.00,00
372,567747900.00,A4
373,614195200.00,00
374,617523600.00,FF
375,617534550.00,FF
376,617545500.00,0D
377,617556450.00,04
378,617567450.00,02
379,617578400.00,38
380,617647150.00,11
381,617802550.00,A3
382,617844200.00,FF
383,617854150.00,FF
384,617864100.00,0D
385,617874050.00,13
386,617884050.00,00
387,617894000.00,CC
388,617903950.00,08
389,617913950.00,00
390,617923900.00,00
391,617933850.00,00
392,617943850.00,00
393,617953800.00,7A
394,617963750.00,19
395,617973700.00,00
396,617983700.00,00
397,617993650.00,00
398,618003600.00,CC
399,618013550.00,08
400,618023550.00,00
401,618033500.00,00
402,618043450.00,00
403,618053450.00,00
404,618063400.00,A4
405,667239150.00,FF
406,667250100.00,FF
407,667261050.00,0D
408,667272050.00,04
409,667283000.00,02
410,667293950.00,38
411,667380700.00,11
