Id,Time[ns],0:UART: RX/TX
458,736811600.00,00
459,736821500.00,00
460,736831450.00,A5
461,736841400.00,08
462,736851300.00,00
463,736861250.00,00
464,736871200.00,00
465,736881100.00,00
466,736891050.00,F2
467,786327600.00,FF
468,786338550.00,FF
469,786349500.00,07
470,786360450.00,04
471,786371450.00,02
472,786382400.00,38
473,786491000.00,11
474,786595550.00,A9
475,786641350.00,FF
476,786651300.00,FF
477,786661250.00,07
478,786671150.00,13
479,786681100.00,00
480,786691000.00,A5
481,786700950.00,08
482,786710900.00,00
483,786720800.00,00
484,786730750.00,00
485,786740700.00,00
486,786750600.00,7A
487,786760550.00,1F
488,786770500.00,00
489,786780400.00,00
490,786790350.00,00
491,786800300.00,A5
492,786810200.00,08
493,786820150.00,00
494,786830100.00,00
495,786840000.00,00
496,786849950.00,00
497,786859900.00,F2
498,835986750.00,FF
499,835997700.00,FF
500,836008650.00,07
501,836019650.00,04
502,836030600.00,02
503,836041550.00,38
504,836139250.00,11
505,836247900.00,A9
506,836295150.00,FF
507,836305100.00,FF
508,836315000.00,07
509,836324950.00,13
510,836334850.00,00
511,836344800.00,A5
512,836354750.00,08
513,836364650.00,00
514,836374600.00,00
515,836384500.00,00
516,836394450.00,00
517,836404400.00,7A
518,836414300.00,1F
519,836424250.00,00
520,836434200.00,00
521,836444100.00,00
522,836454050.00,A5
523,836464000.00,08
524,836473900.00,00
525,836483850.00,00
526,836493750.00,00
527,836503700.00,00
528,836513650.00,F2
529,886315450.00,FF
530,886326450.00,FF
531,886337400.00,07
532,886348350.00,04
533,886359350.00,02
534,886370300.00,38
535,886490900.00,11
536,886618500.00,A9
537,886662550.00,FF
538,886672450.00,FF
539,886682400.00,07
540,886692300.00,13
541,886702250.00,00
542,886712200.00,A5
543,886722100.00,08
544,886732050.00,00
545,886742000.00,00
546,886751900.00,00
547,886761850.00,00
548,886771800.00,7A
549,886781700.00,1F
550,886791650.00,00
551,886801550.00,00
552,886811500.00,00
