Id,Time[ns],0:UART: RX/TX
313,506651800.00,FF
314,506662850.00,03
315,506673850.00,04
316,506684900.00,02
317,506695900.00,38
318,506720950.00,11
319,506795050.00,AD
320,506840550.00,FF
321,506850550.00,FF
322,506860500.00,03
323,506870500.00,13
324,506880450.00,00
325,506890450.00,04
326,506900400.00,09
327,506910400.00,00
328,506920350.00,00
329,506930350.00,00
330,506940300.00,00
331,506950300.00,31
332,506960250.00,18
333,506970250.00,00
334,506980200.00,00
335,506990200.00,00
336,507000150.00,04
337,507010150.00,09
338,507020100.00,00
339,507030100.00,00
340,507040100.00,00
341,507050050.00,00
342,507060050.00,86
343,556402650.00,FF
344,556413700.00,FF
345,556424700.00,03
346,556435700.00,04
347,556446700.00,02
348,556457750.00,38
349,556478750.00,11
350,556540850.00,AD
351,556589950.00,FF
352,556599950.00,FF
353,556609900.00,03
354,556619900.00,13
355,556629850.00,00
356,556639850.00,04
357,556649800.00,09
358,556659800.00,00
359,556669750.00,00
360,556679750.00,00
361,556689700.00,00
362,556699700.00,30
363,556709650.00,18
364,556719650.00,00
365,556729650.00,00
366,556739600.00,00
367,556749600.00,04
368,556759550.00,09
369,556769550.00,00
370,556779500.00,00
371,556789500.00,00
372,556799450.00,00
373,556809450.00,87
374,606956150.00,FF
375,606967150.00,FF
376,606978150.00,03
377,606989200.00,04
378,607000200.00,02
379,607011250.00,38
380,607058300.00,11
381,607141450.00,AD
382,607187150.00,FF
383,607197150.00,FF
384,607207100.00,03
385,607217100.00,13
386,607227050.00,00
387,607237050.00,04
388,607247000.00,09
389,607257000.00,00
390,607266950.00,00
391,607276950.00,00
392,607286900.00,00
393,607296900.00,30
394,607306850.00,18
395,607316850.00,00
396,607326800.00,00
397,607336800.00,00
398,607346750.00,04
399,607356750.00,09
400,607366700.00,00
401,607376700.00,00
402,607386650.00,00
403,607396650.00,00
404,607406600.00,87
405,657145400.00,FF
406,657156450.00,FF
407,657167450.00,03
408,657178450.00,04
409,657189500.00,02
410,657200500.00,38
411,657255600.00,11
412,657317700.00,AD
413,657360350.00,FF
414,657370300.00,FF
415,657380300.00,03
416,657390300.00,13
417,657400250.00,00
418,657410250.00,04
419,657420200.00,09
420,657430200.00,00
421,657440150.00,00
422,657450150.00,00
423,657460100.00,00
424,657470100.00,31
425,657480050.00,18
426,657490050.00,00
427,657500000.00,00
428,657510000.00,00
429,657519950.00,04
430,657529950.00,09
431,657539900.00,00
432,657549900.00,00
433,657559850.00,00
434,657569850.00,00
435,657579800.00,86
436,706329700.00,FF
437,706340750.00,FF
438,706351750.00,03
439,706362750.00,04
440,706373800.00,02
441,706384800.00,38
442,706618200.00,11
443,706683300.00,AD
444,706726800.00,FF
445,706736800.00,FF
446,706746750.00,03
447,706756750.00,13
448,706766700.00,00
449,706776650.00,04
450,706786650.00,09
451,706796600.00,00
452,706806600.00,00
453,706816550.00,00
454,706826550.00,00
455,706836500.00,30
456,706846500.00,18
457,706856450.00,00
458,706866450.00,00
459,706876450.00,00
460,706886400.00,04
461,706896400.00,09
462,706906350.00,00
463,706916350.00,00
464,706926300.00,00
465,706936300.00,00
466,706946250.00,87
467,756732050.00,FF
468,756743050.00,FF
469,756754050.00,03
470,756765100.00,04
471,756776100.00,02
472,756787150.00,38
473,756798150.00,11
474,756845250.00,AD
475,756887400.00,FF
476,756897350.00,FF
477,756907350.00,03
478,756917300.00,13
479,756927300.00,00
480,756937250.00,04
481,756947250.00,09
482,756957200.00,00
483,756967200.00,00
484,756977200.00,00
485,756987150.00,00
486,756997150.00,31
487,757007100.00,18
488,757017100.00,00
489,757027050.00,00
490,757037050.00,00
491,757047000.00,04
492,757057000.00,09
493,757067000.00,00
494,757076950.00,00
495,757086950.00,00
496,757096900.00,00
497,757106900.00,86
498,807064700.00,FF
499,807075700.00,FF
500,807086750.00,03
501,807097750.00,04
502,807108750.00,02
503,807119800.00,38
504,807277000.00,11
505,807337100.00,AD
506,807380700.00,FF
507,807390700.00,FF
508,807400650.00,03
509,807410650.00,13
510,807420600.00,00
511,807430600.00,04
512,807440550.00,09
513,807450550.00,00
514,807460500.00,00
515,807470500.00,00
516,807480450.00,00
517,807490450.00,31
518,807500400.00,18
519,807510400.00,00
520,807520400.00,00
521,807530350.00,00
522,807540350.00,04
523,807550300.00,09
524,807560300.00,00
525,807570250.00,00
526,807580250.00,00
527,807590200.00,00
528,807600200.00,86
529,856249250.00,FF
530,856260250.00,FF
531,856271250.00,03
532,856282250.00,04
533,856293300.00,02
534,856304300.00,38
535,856474600.00,11
536,856586800.00,AD
537,856628300.00,FF
538,856638300.00,FF
539,856648250.00,03
540,856658250.00,13
541,856668200.00,00
542,856678200.00,04
543,856688200.00,09
544,856698150.00,00
545,856708150.00,00
546,856718100.00,00
547,856728100.00,00
548,856738050.00,30
549,856748050.00,18
550,856758000.00,00
551,856768000.00,00
552,856778000.00,00
553,856787950.00,04
554,856797950.00,09
555,856807900.00,00
556,856817900.00,00
557,856827900.00,00
558,856837850.00,00
559,856847850.00,87
560,906214100.00,FF
561,906225100.00,FF
562,906236100.00,03
563,906247100.00,04
564,906258150.00,02
565,906269150.00,38
566,906288200.00,11
567,906357300.00,AD
568,906402550.00,FF
569,906412550.00,FF
570,906422500.00,03
571,906432500.00,13
572,906442450.00,00
573,906452450.00,04
574,906462400.00,09
575,906472400.00,00
576,906482400.00,00
577,906492350.00,00
578,906502350.00,00
579,906512300.00,30
580,906522300.00,18
581,906532250.00,00
582,906542250.00,00
583,906552200.00,00
584,906562200.00,04
585,906572200.00,09
586,906582150.00,00
587,906592150.00,00
588,906602100.00,00
589,906612100.00,00
590,906622050.00,87
591,956297650.00,FF
592,956308650.00,FF
593,956319700.00,03
594,956330700.00,04
595,956341750.00,02
596,956352750.00,38
597,956391850.00,11
598,956457950.00,AD
599,956499900.00,FF
600,956509900.00,FF
601,956519850.00,03
602,956529850.00,13
603,956539800.00,00
604,956549800.00,04
605,956559750.00,09
606,956569750.00,00
607,956579700.00,00
608,956589700.00,00
609,956599650.00,00
610,956609650.00,31
611,956619650.00,18
612,956629600.00,00
613,956639600.00,00
614,956649550.00,00
615,956659550.00,04
616,956669500.00,09
617,956679500.00,00
618,956689450.00,00
619,956699450.00,00
620,956709400.00,00
621,956719400.00,86
