Id,Time[ns],0:UART: RX/TX
277,426373300.00,00
278,426386150.00,00
279,426399000.00,00
280,426411850.00,84
281,476540250.00,FF
282,476551250.00,FF
283,476562250.00,01
284,476573300.00,04
285,476584300.00,02
286,476595350.00,38
287,476679500.00,11
288,476743600.00,AF
289,476801950.00,FF
290,476814800.00,FF
291,476827650.00,01
292,476840500.00,13
293,476853350.00,00
294,476866200.00,21
295,476879050.00,0B
296,476891900.00,00
297,476904750.00,80
298,476917650.00,51
299,476930500.00,04
300,476943350.00,2E
301,476956150.00,00
302,476969050.00,00
303,476981900.00,00
304,476994750.00,01
305,477007600.00,32
306,477020450.00,0B
307,477033300.00,00
308,477046150.00,00
309,477059000.00,00
310,477071850.00,00
311,477084700.00,7E
312,525725800.00,FF
313,525736800.00,FF
314,525747800.00,01
315,525758850.00,04
316,525769850.00,02
317,525780900.00,38
318,525832000.00,11
319,525892100.00,AF
320,525950550.00,FF
321,525963400.00,FF
322,525976250.00,01
323,525989100.00,13
324,526001950.00,00
325,526014800.00,21
326,526027650.00,0B
327,526040500.00,00
328,526053350.00,80
329,526066200.00,56
330,526079050.00,04
331,526091900.00,2E
332,526104800.00,00
333,526117650.00,00
334,526130500.00,00
335,526143350.00,01
336,526156200.00,32
337,526169050.00,0B
338,526181900.00,00
339,526194750.00,00
340,526207600.00,00
341,526220450.00,00
342,526233300.00,79
343,575812050.00,FF
344,575823050.00,FF
345,575834050.00,01
346,575845100.00,04
347,575856100.00,02
348,575867150.00,38
349,576035450.00,11
350,576093550.00,AF
351,576130550.00,FF
352,576143400.00,FF
353,576156250.00,01
354,576169100.00,13
355,576181950.00,00
356,576194800.00,21
357,576207650.00,0B
358,576220500.00,00
359,576233400.00,80
360,576246250.00,5B
361,576259100.00,04
362,576271950.00,2E
363,576284800.00,00
364,576297650.00,00
365,576310500.00,00
366,576323350.00,01
367,576336200.00,32
368,576349100.00,0B
369,576361950.00,00
370,576374800.00,00
371,576387650.00,00
372,576400500.00,00
373,576413350.00,74
374,626484950.00,FF
375,626496000.00,FF
376,626507000.00,01
377,626518000.00,04
378,626529050.00,02
379,626541050.00,38
380,626562100.00,11
381,626626200.00,AF
382,626684650.00,FF
383,626697500.00,FF
384,626710400.00,01
385,626723250.00,13
386,626736100.00,00
387,626748950.00,21
388,626761800.00,0B
389,626774650.00,00
390,626787500.00,80
391,626800350.00,60
392,626813200.00,04
393,626826050.00,2E
394,626838900.00,00
395,626851750.00,00
396,626864600.00,00
397,626877450.00,01
398,626890300.00,32
399,626903200.00,0B
400,626916050.00,01
401,626928900.00,00
402,626941750.00,00
403,626954600.00,00
404,626967450.00,6E
405,676236000.00,FF
406,676247050.00,FF
407,676258050.00,01
408,676269100.00,04
409,676280150.00,02
410,676291150.00,38
411,676302150.00,11
412,676418450.00,AF
413,676476500.00,FF
414,676489350.00,FF
415,676502200.00,01
416,676515100.00,13
417,676527950.00,00
418,676540800.00,21
419,676553650.00,0B
420,676566500.00,00
421,676579350.00,80
422,676592200.00,65
423,676605050.00,04
424,676617900.00,2E
425,676630750.00,00
426,676643600.00,00
427,676656450.00,00
428,676669300.00,01
429,676682150.00,32
430,676695000.00,0B
431,676707900.00,00
432,676720750.00,00
433,676733600.00,00
434,676746450.00,00
435,676759300.00,6A
436,726071450.00,FF
437,726082500.00,FF
438,726093500.00,01
439,726104550.00,04
440,726115550.00,02
441,726126550.00,38
442,726138600.00,11
443,726180700.00,AF
444,726239000.00,FF
445,726251850.00,FF
446,726264700.00,01
447,726277550.00,13
448,726290400.00,00
449,726303300.00,21
450,726316150.00,0B
451,726329000.00,00
452,726341850.00,80
453,726354700.00,6A
454,726367550.00,04
455,726380400.00,2E
456,726393250.00,00
457,726406100.00,00
458,726418950.00,00
459,726431800.00,01
460,726444650.00,32
461,726457500.00,0B
462,726470350.00,00
463,726483200.00,00
464,726496100.00,00
465,726508950.00,00
466,726521800.00,65
467,776067350.00,FF
468,776078350.00,FF
469,776089400.00,01
470,776100400.00,04
471,776111450.00,02
472,776122450.00,38
473,776133500.00,11
474,776200600.00,AF
475,776238750.00,FF
476,776251600.00,FF
477,776264450.00,01
478,776277350.00,13
479,776290200.00,00
480,776303050.00,23
481,776315900.00,0B
482,776328750.00,01
483,776341600.00,00
484,776354450.00,6F
485,776367300.00,04
486,776380150.00,2E
487,776393000.00,00
488,776405850.00,00
489,776418700.00,00
490,776431600.00,01
491,776444450.00,32
492,776457300.00,0B
493,776470150.00,00
494,776483000.00,00
495,776495850.00,00
496,776508700.00,00
497,776521550.00,DD
498,826553500.00,FF
499,826564550.00,FF
500,826575550.00,01
501,826586600.00,04
502,826597600.00,02
503,826608650.00,38
504,826666750.00,11
505,826735950.00,AF
506,826792500.00,FF
507,826805350.00,FF
508,826818200.00,01
509,826831050.00,13
510,826843900.00,00
511,826856750.00,25
512,826869600.00,0B
513,826882450.00,0C
514,826895300.00,00
515,826908150.00,71
516,826921050.00,04
517,826933900.00,2E
518,826946750.00,00
519,826959600.00,00
520,826972450.00,00
521,826985300.00,01
522,826998150.00,32
523,827011000.00,0B
524,827023850.00,00
525,827036700.00,00
526,827049550.00,00
527,827062450.00,00
528,827075300.00,CE
529,875812000.00,FF
530,875823000.00,FF
531,875834050.00,01
532,875845050.00,04
533,875856100.00,02
534,875867100.00,38
535,875990400.00,11
536,876052550.00,AF
537,876109700.00,FF
538,876122550.00,FF
539,876135400.00,01
540,876148250.00,13
541,876161100.00,00
542,876173950.00,27
543,876186800.00,0B
544,876199650.00,17
545,876212500.00,00
546,876225350.00,72
547,876238200.00,04
548,876251050.00,2E
549,876264900.00,00
550,876277750.00,00
551,876290600.00,00
552,876303450.00,00
553,876316300.00,32
554,876329150.00,0B
555,876342000.00,00
556,876354850.00,00
557,876367700.00,00
558,876380550.00,00
559,876393400.00,C1
560,926562700.00,FF
561,926573750.00,FF
562,926584750.00,01
563,926595800.00,04
564,926606800.00,02
565,926617850.00,38
566,926773150.00,11
567,926828300.00,AF
568,926885400.00,FF
569,926898250.00,FF
570,926911100.00,01
571,926923950.00,13
572,926936800.00,00
573,926949650.00,2A
574,926962500.00,0B
575,926975350.00,27
576,926988200.00,00
577,927001050.00,71
578,927013900.00,04
579,927026750.00,2E
580,927039600.00,00
581,927052450.00,00
582,927065300.00,00
583,927078150.00,00
584,927091000.00,32
585,927103850.00,0B
586,927116700.00,00
587,927129550.00,00
588,927142400.00,00
589,927155250.00,00
590,927168100.00,AF
591,976766350.00,FF
592,976777350.00,FF
593,976788400.00,01
594,976799400.00,04
595,976810450.00,02
596,976821450.00,38
597,976950650.00,11
598,977008750.00,AF
599,977045350.00,FF
600,977058200.00,FF
601,977071050.00,01
602,977083900.00,13
603,977097750.00,00
604,977110600.00,2D
605,977123450.00,0B
606,977136300.00,32
607,977149150.00,00
608,977162050.00,6E
609,977174900.00,04
610,977187750.00,2E
611,977200600.00,00
612,977213450.00,00
613,977226300.00,00
614,977239150.00,00
615,977252000.00,32
616,977264850.00,0B
617,977277700.00,00
618,977290550.00,00
619,977303400.00,00
620,977316300.00,00
621,977329150.00,A4
