Id,Time[ns],0:UART: RX/TX
595,956716250.00,02
596,956727200.00,38
597,956773050.00,11
598,957009150.00,AD
599,957052550.00,FF
600,957062500.00,FF
601,957072450.00,03
602,957082400.00,13
603,957092350.00,00
604,957102300.00,6F
605,957112250.00,07
606,957122250.00,00
607,957132200.00,00
608,957142150.00,00
609,957152100.00,00
610,957162050.00,7A
611,957172000.00,00
612,957181950.00,00
613,957191950.00,00
614,957201900.00,00
615,957211850.00,6F
616,957221800.00,07
617,957231750.00,A2
618,957241700.00,03
619,957251650.00,00
620,957261600.00,00
621,957271600.00,DE
