Id,Time[ns],0:UART: RX/TX
312,555961600.00,FF
313,555972650.00,FF
314,555983650.00,01
315,555994700.00,04
316,556005700.00,02
317,556016750.00,38
318,556037750.00,11
319,556108900.00,AF
320,556152600.00,FF
321,556162600.00,7F
322,556172600.00,01
323,556182600.00,13
324,556192600.00,00
325,556202600.00,0D
326,556216900.00,00
327,556232650.00,00
328,556242650.00,00
329,556269650.00,30
330,556282200.00,00
331,556292650.00,00
332,556317700.00,00
333,556327700.00,00
334,556352400.00,00
335,556362700.00,00
336,556376100.00,00
337,556388950.00,00
338,556401800.00,00
339,556414650.00,00
340,556427500.00,26
341,606531500.00,FF
342,606542500.00,FF
343,606553550.00,01
344,606564550.00,04
345,606575550.00,02
346,606586600.00,38
347,606691750.00,11
348,606756900.00,AF
349,606801550.00,FF
350,606811550.00,FF
351,606821550.00,01
352,606831550.00,13
353,606841550.00,00
354,606851550.00,0F
355,606861550.00,08
356,606871600.00,00
357,606881600.00,00
358,606891600.00,00
359,606901600.00,00
360,606911600.00,30
361,606921600.00,16
362,606931600.00,00
363,606941600.00,00
364,606951600.00,00
365,606961600.00,0F
366,606971650.00,08
367,606981650.00,00
368,606991650.00,00
369,607001650.00,00
370,607011650.00,00
371,607021650.00,77
372,617062400.00,00
373,617495450.00,0B
374,656688850.00,FF
375,656699900.00,FF
376,656710900.00,01
377,656721900.00,04
378,656732950.00,02
379,656743950.00,38
380,656793050.00,11
381,656885200.00,AF
382,656931750.00,FF
383,656941750.00,F7
384,656951750.00,01
385,656961750.00,13
386,656981800.00,04
387,656996250.00,10
388,657011800.00,00
389,657047900.00,04
390,657057850.00,00
391,657071650.00,00
392,657081900.00,00
393,657095400.00,00
394,657106900.00,00
395,657130950.00,00
396,657141850.00,00
397,657151950.00,03
398,657165550.00,00
399,657178400.00,00
400,657191250.00,00
401,657204100.00,26
402,706594100.00,FF
403,706605100.00,FF
404,706616150.00,01
405,706627150.00,04
406,706638150.00,02
407,706649200.00,38
408,706681250.00,11
409,706750400.00,AF
410,706796200.00,FF
411,706806200.00,FF
412,706816200.00,01
413,706826200.00,13
414,706836200.00,00
415,706846250.00,0F
416,706856250.00,08
417,706866250.00,00
418,706876250.00,00
419,706886250.00,00
420,706896250.00,00
421,706906300.00,30
422,706916300.00,16
423,706926300.00,00
424,706936300.00,00
425,706946300.00,00
426,706956350.00,0F
427,706966350.00,08
428,706976350.00,00
429,706986350.00,00
430,706996350.00,00
431,707006350.00,00
432,707016400.00,77
433,756674300.00,FF
434,756685300.00,FF
435,756696350.00,01
436,756707350.00,04
437,756718350.00,02
438,756729400.00,38
439,756773450.00,11
440,756881650.00,AF
441,756925000.00,FF
442,756935050.00,EF
443,756945050.00,01
444,756955050.00,13
445,756965050.00,00
446,756977100.00,42
447,756995050.00,00
448,757005100.00,00
449,757040350.00,09
450,757051100.00,00
451,757084850.00,00
452,757095150.00,00
453,757125150.00,00
454,757135200.00,00
455,757152100.00,00
456,757164900.00,00
457,757177750.00,00
458,757190600.00,26
459,806745400.00,FF
460,806756450.00,FF
461,806767450.00,01
462,806778450.00,04
463,806789500.00,02
464,806800500.00,38
465,806882650.00,11
466,806945800.00,AF
467,806990750.00,FF
468,807000750.00,FF
469,807010750.00,01
470,807020750.00,13
471,807030750.00,00
472,807040750.00,0F
473,807050750.00,08
474,807060750.00,00
475,807070750.00,00
476,807080800.00,00
477,807090800.00,00
478,807100800.00,30
479,807110800.00,16
480,807120800.00,00
481,807130800.00,00
482,807140800.00,00
483,807150850.00,0F
484,807160850.00,08
485,807170850.00,00
486,807180850.00,00
487,807190850.00,00
488,807200850.00,00
489,807210850.00,77
490,856808250.00,FF
491,856819250.00,FF
492,856830300.00,01
493,856841300.00,04
494,856852300.00,02
495,856863350.00,38
496,856910400.00,11
497,856966500.00,AF
498,857011300.00,FF
499,857021300.00,FF
500,857031350.00,01
501,857041350.00,13
502,857051350.00,00
503,857061350.00,0F
504,857071350.00,08
505,857081350.00,00
506,857091350.00,00
507,857101400.00,00
508,857111400.00,00
509,857121400.00,30
510,857131400.00,16
511,857141400.00,00
512,857151400.00,00
513,857161400.00,00
514,857171400.00,0F
515,857181200.00,08
516,857191450.00,00
517,857210850.00,00
518,857231450.00,51
519,857242450.00,18
520,857259250.00,00
521,857272100.00,0F
522,857284950.00,00
523,857297800.00,2C
524,857310650.00,00
525,857323500.00,00
526,857336350.00,00
527,857349200.00,00
528,857362050.00,3A
529,857374900.00,0B
530,857387750.00,00
531,857400600.00,00
532,857413450.00,00
533,857426300.00,00
534,857439150.00,26
535,906024400.00,FF
536,906035450.00,FF
537,906046450.00,01
538,906057500.00,04
539,906069500.00,02
540,906080550.00,38
541,906093550.00,11
542,906158700.00,AF
543,906200450.00,FF
544,906210450.00,FF
545,906220450.00,01
546,906230450.00,13
547,906240500.00,00
548,906250500.00,0F
549,906260500.00,08
550,906270500.00,00
551,906280500.00,00
552,906290500.00,00
553,906300500.00,00
554,906310500.00,30
555,906320500.00,16
556,906330500.00,00
557,906340550.00,00
558,906350550.00,00
559,906360550.00,0F
560,906370550.00,08
561,906380550.00,00
562,906390550.00,00
563,906400550.00,00
564,906410550.00,00
565,906420600.00,77
566,956496550.00,FF
567,956507550.00,FF
568,956518600.00,01
569,956529600.00,04
570,956540650.00,02
571,956551650.00,38
572,956568700.00,11
573,956632800.00,AF
574,956679700.00,FF
575,956689700.00,FF
576,956699700.00,01
577,956709700.00,13
578,956731550.00,00
579,956749750.00,00
580,956769750.00,00
581,956796800.00,30
582,956819800.00,00
583,956849800.00,00
584,956859850.00,00
585,956879850.00,00
586,956889850.00,00
587,956907550.00,00
588,956920400.00,00
589,956933250.00,00
590,956946100.00,26
